Datetime,Tweet Id,Metaphor[1or0],Mapping,Hashtags_sp,AltMapping
2020-05-17 17:33:41+00:00,1262073821605048321,0,Lesson/Teacher,"['lockdown', 'lockdownextended', 'lockdownextension', 'lockdownindia']",
2020-05-17 16:03:41+00:00,1262051169255526402,1,War,"['covid__19', 'lockdown4']",
2020-05-17 15:14:57+00:00,1262038905668304897,1,Lesson/Teacher,['lockdown'],
2020-05-17 13:06:47+00:00,1262006653446246400,0,Lesson/Teacher,['lockdown'],
2020-05-17 12:06:50+00:00,1261991564584333316,1,War,"['lockdownextension', 'covid__19', 'lockdown4', 'lockdownextended', 'coronavirusinindia']",
2020-05-17 11:44:32+00:00,1261985953809195008,0,Accident,['covid19'],
2020-05-17 10:20:05+00:00,1261964698972385280,1,Lesson/Teacher,['covid19'],
2020-05-17 09:53:14+00:00,1261957945262108672,0,War,"['lockdown', 'lockdown4']",
2020-05-17 08:09:06+00:00,1261931739376582656,0,Monster,['mahakosha_fights_corona'],
2020-05-17 07:46:17+00:00,1261925996749639687,1,War,['stayhomestaysafe'],
2020-05-17 05:34:28+00:00,1261892821545607168,1,War,['mahakoshal_fights_corona'],
2020-05-17 05:05:41+00:00,1261885580847255559,0,Accident,['lockdown'],
2020-05-17 04:55:15+00:00,1261882953975521280,1,Lesson/Teacher,['covid'],
2020-05-17 04:34:56+00:00,1261877839747411968,0,Freedom,['covid-19:'],
2020-05-17 04:25:54+00:00,1261875569697984512,0,Journey,"['covid19', 'covid_19']",
2020-05-17 04:17:42+00:00,1261873505995329536,0,Journey,['covid19'],
2020-05-17 03:42:27+00:00,1261864631359942656,1,War,['covid_19'],
2020-05-17 02:58:28+00:00,1261853564542111745,1,War,['combatcovid19challenge'],
2020-05-17 02:54:09+00:00,1261852479014105089,0,Luxury,"['lockdown', 'lockdownextension', 'covidsafe']",
2020-05-17 02:38:33+00:00,1261848550129852416,0,Success/Challenge,['icmrfightscovid19'],
2020-05-17 01:51:32+00:00,1261836719692951558,1,Person,"['gocoronago', 'coronafighters', 'coronavirus']",
2020-05-18 20:20:51+00:00,1262478276540248065,1,War,['coronazeehad'],
2020-05-18 19:24:20+00:00,1262464054142078977,0,Luxury,['covid_19'],
2020-05-18 19:12:16+00:00,1262461017478410243,0,Lesson/Teacher,['coronavirus'],
2020-05-18 17:42:52+00:00,1262438519366180870,0,Accident,['indialosttocovid'],
2020-05-18 15:35:23+00:00,1262406436501327878,1,Storm,"['coronainmaharashtra', 'coronaupdatesinindia']",
2020-05-18 14:19:28+00:00,1262387330616307715,1,Barrier/Shield,['coronavirusinindia'],
2020-05-18 14:08:48+00:00,1262384645963943939,0,Hammer,['coronavirus'],
2020-05-18 14:04:35+00:00,1262383584914157568,0,Hammer,['coronavirus'],
2020-05-18 13:56:46+00:00,1262381619375210502,1,Lesson/Teacher,"['stayhomestaysafe', 'covid_19']",
2020-05-18 13:15:57+00:00,1262371347516272642,0,Prison,"['coronaisnewnormal', 'corona']",
2020-05-18 12:37:34+00:00,1262361689288249350,0,Journey,['lockdown'],
2020-05-18 11:17:32+00:00,1262341546818646017,0,War,['corona'],
2020-05-18 10:10:26+00:00,1262324660579885057,0,Prison,['lockdown'],
2020-05-18 08:32:56+00:00,1262300124165713921,0,War,['covid19'],
2020-05-18 07:53:31+00:00,1262290204078964736,1,War,['lockdown'],
2020-05-18 07:26:26+00:00,1262283387550736384,0,Prison,['lockdown'],
2020-05-18 06:34:59+00:00,1262270439440748544,0,War,"['coronawarriors', 'coronavirus']",
2020-05-18 06:30:39+00:00,1262269347910676482,0,Success/Challenge,['covid19'],
2020-05-18 06:18:31+00:00,1262266297930231808,0,Lesson/Teacher,['covid-19:'],
2020-05-18 05:28:58+00:00,1262253826268110849,0,Lesson/Teacher,['coronavirus'],
2020-05-18 04:50:02+00:00,1262244027191054338,1,War,['covid19'],
2020-05-18 04:22:37+00:00,1262237128806797312,0,Success/Challenge,['covid19'],
2020-05-18 04:11:10+00:00,1262234249098223617,0,Luxury,['covid__19'],
2020-05-18 03:23:14+00:00,1262222184153407488,0,Luxury,"['covid_19india', 'coronaviruslockdown', 'lockdown4', 'lockdownindia']",
2020-05-18 02:42:38+00:00,1262211969597112320,0,Freedom,['coronavirus'],
2020-05-18 02:42:28+00:00,1262211924743217154,0,Hammer,"['corona', 'covid__19', 'lockdown4point0']",
2020-05-18 01:39:06+00:00,1262195979639537664,0,Lesson/Teacher,['stayhomestaysafe'],
2020-05-18 01:29:00+00:00,1262193439111815170,0,Savior,['stayhomestaysafe'],
2020-05-18 00:24:14+00:00,1262177136162398208,1,Darkness,"['coronawillendsoon', 'coronawarriors', 'corona']",
2020-05-18 00:23:32+00:00,1262176963143192577,0,Lesson/Teacher,['lockdown'],
2020-05-19 23:18:16+00:00,1262885312927154177,1,War,['covid_19india'],
2020-05-19 20:09:31+00:00,1262837812648448008,0,Lesson/Teacher,['covid19'],
2020-05-19 20:01:12+00:00,1262835721410207746,1,War,"['stayhomestaysafe', 'indiafightscovid19']",
2020-05-19 17:51:00+00:00,1262802954815299584,0,Miracle,"['lockdownindia', 'covid_19']",
2020-05-19 17:10:08+00:00,1262792668825993218,1,War,['coronazeehad'],
2020-05-19 16:58:34+00:00,1262789757081473027,1,Lesson/Teacher,['pandemic'],
2020-05-19 16:52:24+00:00,1262788206690316288,0,Monster,['coronavirus'],
2020-05-19 16:12:47+00:00,1262778235156398083,0,War,['covid_19india'],
2020-05-19 16:00:57+00:00,1262775256927764481,0,War,['covid_19'],
2020-05-19 15:39:09+00:00,1262769773034696709,0,Landscape,"['lockdown', 'quarantine', 'covid_19']",
2020-05-19 15:23:14+00:00,1262765767604363266,0,Monster,['coronavirus'],
2020-05-19 15:22:49+00:00,1262765661538795533,0,War,['covid19'],
2020-05-19 14:53:48+00:00,1262758357825318917,0,Catalyst,"['covid19', 'covidvaccine']",
2020-05-19 14:31:52+00:00,1262752838452568070,1,War,['coronazeehad'],
2020-05-19 14:26:06+00:00,1262751386606817292,0,Lesson/Teacher,"['corona', 'coronaupdate']",
2020-05-19 13:58:59+00:00,1262744563833176066,0,Landscape,['covid19'],
2020-05-19 13:27:58+00:00,1262736757734256642,0,Lesson/Teacher,['covid19'],
2020-05-19 11:34:31+00:00,1262708206817538050,0,Lesson/Teacher,['lockdown'],
2020-05-19 10:46:51+00:00,1262696214425825281,1,War,['covid19'],
2020-05-19 10:42:51+00:00,1262695207767642112,0,Journey,['covid19'],
2020-05-19 10:24:51+00:00,1262690675616694274,1,Prison,"['covid19india', 'indiafightscorona']",
2020-05-19 09:39:23+00:00,1262679233643655174,0,Lesson/Teacher,"['lockdown', 'coronaviruspandemic', 'covidãƒ¼19', 'coronavirus']",
2020-05-19 08:58:42+00:00,1262668995670364161,0,Lesson/Teacher,"['lockdownextention', 'lockdown', 'coronavirus', 'coronavirusinindia', 'coronaviruslockdown']",
2020-05-19 08:27:53+00:00,1262661239034966017,1,Storm,['covid19'],
2020-05-19 07:33:20+00:00,1262647514580373504,0,Catalyst,['stayhomestaysafe'],
2020-05-19 06:04:47+00:00,1262625229265793024,0,Freedom,['covid-19:'],
2020-05-19 05:36:37+00:00,1262618140199903233,1,War,['coronazeehad'],
2020-05-19 04:44:05+00:00,1262604917883060224,1,War,"['covid_19india', 'coronawarriorsindia']",
2020-05-19 03:47:09+00:00,1262590592854437888,0,Accident,['covid'],
2020-05-19 03:05:48+00:00,1262580186970652673,1,Storm,"['corona', 'covid_19india', 'covid19', 'coronavirusupdate']",
2020-05-19 00:40:53+00:00,1262543715458932736,1,War,['coronazeehad'],
2020-05-20 18:55:43+00:00,1263181626797748224,0,Monster,['covid_19india'],
2020-05-20 18:21:51+00:00,1263173104961859589,0,Journey,['covid19'],
2020-05-20 17:24:38+00:00,1263158705421500417,0,Monster,"['coronavirusoutbreak', 'covid__19', 'covid']",
2020-05-20 17:23:50+00:00,1263158506389037057,0,Darkness,['coronaviruspandemic'],
2020-05-20 17:07:23+00:00,1263154365667463174,0,War,['covid19'],
2020-05-20 15:31:49+00:00,1263130315242995712,0,War,['corona.'],
2020-05-20 15:07:20+00:00,1263124151172165632,1,Storm,['covid19'],
2020-05-20 13:17:50+00:00,1263096598172782598,1,War,['coronazeehad'],
2020-05-20 12:54:50+00:00,1263090807042531334,0,War,['covid_19ke'],
2020-05-20 12:43:44+00:00,1263088014093213696,0,Luxury,['covid19'],
2020-05-20 10:28:14+00:00,1263053916125749248,0,War,"['coronawarriors', 'corona', 'lockdown.']",
2020-05-20 09:58:54+00:00,1263046532896567296,0,Lesson/Teacher,"['indiafightscorona', 'indiafightscovid19']",
2020-05-20 09:36:37+00:00,1263040924927623169,0,Monster,['coronavirusindia'],
2020-05-20 09:29:35+00:00,1263039153580670979,1,War,['covid19(becuase'],
2020-05-20 09:07:19+00:00,1263033550216916993,0,Journey,"['coronavirusinindia', 'coronawarriors']",
2020-05-20 08:59:36+00:00,1263031612029038592,1,Stigma,['covid19'],
2020-05-20 07:56:19+00:00,1263015684620955648,0,Darkness,"['coronavirusinindia', 'lockdown4']",
2020-05-20 07:04:38+00:00,1263002678650564610,0,Miracle,['covid_19'],
2020-05-20 05:32:07+00:00,1262979396987547649,1,War,['covid_19'],
2020-05-20 03:13:26+00:00,1262944493600415745,0,Accident,['coronavirus'],
2020-05-20 02:00:03+00:00,1262926025823973377,0,Journey,"['covid19', 'coronavirus']",
2020-05-21 18:56:55+00:00,1263544317760598018,0,Accident,['covid__19'],
2020-05-21 17:50:21+00:00,1263527565039468544,1,War,"['corona.the', 'covid19india']",
2020-05-21 16:02:03+00:00,1263500308954492929,0,War,['indiafightscorona'],
2020-05-21 16:01:49+00:00,1263500253816291329,1,War,['coronawarriors'],
2020-05-21 15:59:07+00:00,1263499571717713922,0,Lesson/Teacher,['covid_19'],
2020-05-21 15:54:19+00:00,1263498364596994048,0,War,['corona'],
2020-05-21 14:21:24+00:00,1263474983071776769,0,Monster,"['indiafightscorona', 'coronavirus']",
2020-05-21 14:12:54+00:00,1263472843800666112,1,Catalyst,['covid_19'],
2020-05-21 14:08:41+00:00,1263471782469738509,0,War,['covid-19â€.'],
2020-05-21 13:20:13+00:00,1263459584754270210,0,Monster,['indiafightscorona!'],
2020-05-21 11:20:36+00:00,1263429483781996545,1,War,['coronavirus'],
2020-05-21 11:16:36+00:00,1263428477098708992,0,War,"['covid19', 'coronavirus']",
2020-05-21 09:52:38+00:00,1263407344186060801,0,Journey,"['indiafightscoronavirus', 'coronavirus']",
2020-05-21 08:44:16+00:00,1263390137926463488,1,Success/Challenge,['covid19'],
2020-05-21 06:40:30+00:00,1263358992790761473,0,War,['indiafightscorona'],
2020-05-21 05:10:46+00:00,1263336408959184898,0,Savior,['indiafightscorona'],
2020-05-21 05:10:42+00:00,1263336391980617730,1,War,['indiafightscorona'],
2020-05-21 05:08:26+00:00,1263335824348729345,0,War,['indiafightscorona'],
2020-05-21 04:19:39+00:00,1263323548333924352,0,Catalyst,['coronavirus'],
2020-05-21 04:18:20+00:00,1263323216090738688,0,Journey,['covid19'],
2020-05-21 04:01:10+00:00,1263318896234373121,0,Journey,"['lockdown', 'covid19']",
2020-05-21 02:40:32+00:00,1263298603239346176,0,Catalyst,['coronavirus'],
2020-05-21 00:54:30+00:00,1263271917085003777,1,Success/Challenge,['coronaupdates'],
2020-05-22 16:51:18+00:00,1263875092414693376,1,Water/Wave/Tide,['covid19!'],
2020-05-22 19:57:40+00:00,1263921995793657856,1,Lesson/Teacher,"['covid_19india', 'lockdownindia']",
2020-05-22 19:46:33+00:00,1263919198209638401,0,War,['coronawarrior'],
2020-05-22 17:05:51+00:00,1263878756344700928,1,Freedom,"['covid19', 'indiafightscoronavirus']",
2020-05-22 17:02:53+00:00,1263878006830850048,0,Journey,['covid19'],
2020-05-22 16:37:39+00:00,1263871657875144705,0,Hammer,['covid'],
2020-05-22 15:29:39+00:00,1263854545987416067,0,Prison,"['covid_19india', 'lockdown4']",
2020-05-22 15:10:29+00:00,1263849723191934978,0,Water/Wave/Tide,['covid_19'],
2020-05-22 14:38:51+00:00,1263841761345986565,1,Lesson/Teacher,"['coronavirusinindia', 'pandemic', 'covid__19', 'coronavirus']",
2020-05-22 11:03:38+00:00,1263787600789164032,1,War,['covid__19'],
2020-05-22 11:01:33+00:00,1263787073669984256,1,War,['covid__19'],
2020-05-22 09:28:06+00:00,1263763560078864384,1,Stigma,"[""covid19's""]",
2020-05-22 09:25:50+00:00,1263762985643732992,1,War,"['covid__19', 'covid19', 'corona', 'coronavirusinindia', 'covid_19india']",
2020-05-22 06:52:15+00:00,1263724335782477824,0,War,['coronavirus'],
2020-05-22 06:31:36+00:00,1263719138872061952,0,War,['lockdown'],
2020-05-22 05:22:38+00:00,1263701784867946496,0,Lesson/Teacher,"['covidiot', 'covid_19india', 'keepthelockdown']",
2020-05-22 05:14:20+00:00,1263699697467785217,0,Accident,['covid'],
2020-05-22 04:03:11+00:00,1263681790356717569,0,Luxury,['indiafightscorona'],
2020-05-22 03:58:06+00:00,1263680510305415173,0,Journey,"['coronavirusoutbreak', 'covid19', 'coronavirus', 'coronavirusinindia', 'coronaviruspandemic']",
2020-05-22 03:13:02+00:00,1263669171453386752,1,War,['covid_19'],
2020-05-22 02:36:34+00:00,1263659991933710336,1,Stigma,['coronavirus'],
2020-05-23 11:15:26+00:00,1264152955873144833,0,Lesson/Teacher,['covid'],
2020-05-23 21:01:29+00:00,1264300440486907907,0,Monster,['coronavirus'],
2020-05-23 16:54:36+00:00,1264238311314354178,1,Lesson/Teacher,['covid_19india'],
2020-05-23 16:47:07+00:00,1264236426624933888,0,Prison,['coronavirusindia'],
2020-05-23 16:30:42+00:00,1264232298221670400,1,Lesson/Teacher,"['covid19', 'coronapandemic']",
2020-05-23 15:55:31+00:00,1264223443186311168,0,Prison,['coronavirus'],
2020-05-23 14:15:09+00:00,1264198186001809409,0,Journey,['covid19'],
2020-05-23 09:13:41+00:00,1264122316180643842,1,War,['covid19warriors'],
2020-05-23 08:22:44+00:00,1264109497494106112,0,Luxury,"['quarantine', 'lockdownindia']",
2020-05-23 07:18:16+00:00,1264093270625464321,0,Water/Wave/Tide,['covid19!'],
2020-05-23 06:10:51+00:00,1264076307408846848,0,Luxury,['indiafightscorona'],
2020-05-23 04:52:26+00:00,1264056573132849152,0,Success/Challenge,['covid19'],
2020-05-23 04:49:19+00:00,1264055789343305728,1,Lesson/Teacher,['corona.'],
2020-05-23 03:03:55+00:00,1264029264669601792,1,Lesson/Teacher,['corona.'],
2020-05-24 21:54:22+00:00,1264676138300948481,0,Success/Challenge,['stayhomestaysafe'],
2020-05-24 18:42:58+00:00,1264627969609195524,1,Storm,"['modigovtfailedlockdown', 'coronavirus']",
2020-05-24 18:39:37+00:00,1264627127938248705,1,Lesson/Teacher,['covid19'],
2020-05-24 18:30:42+00:00,1264624881951404032,0,Lesson/Teacher,['covid19'],
2020-05-24 16:40:27+00:00,1264597137989554176,1,Lesson/Teacher,['lockdown'],
2020-05-24 16:29:24+00:00,1264594358063505417,0,Prison,['coronariskinjail'],
2020-05-24 16:10:08+00:00,1264589508223238144,0,Hammer,"['lockdown', 'covid2019', 'quarantine']",
2020-05-24 14:34:52+00:00,1264565536236527616,1,Lesson/Teacher,['covid?'],
2020-05-24 14:13:43+00:00,1264560209772466176,1,War,['indiafightscoronavirus'],
2020-05-24 13:42:42+00:00,1264552404315279361,0,War,"['covid_19india', 'covid19']",
2020-05-24 13:08:21+00:00,1264543760735756288,0,Savior,['indiafightscorona'],
2020-05-24 11:19:54+00:00,1264516469657948161,0,Catalyst,"['covid_19india', 'covidãƒ¼19']",
2020-05-24 11:13:36+00:00,1264514882835120128,1,Lesson/Teacher,"['coronaviruscrisis', 'covid19']",
2020-05-24 09:40:07+00:00,1264491358682624000,1,Savior,['coronawarrior.'],
2020-05-24 06:46:46+00:00,1264447733219409922,0,War,['covid19'],
2020-05-24 06:13:05+00:00,1264439258082709505,1,Darkness,['covid_19'],
2020-05-24 05:31:50+00:00,1264428876551331840,1,War,['indiafightscorona'],
2020-05-24 04:49:41+00:00,1264418269018152965,0,Lesson/Teacher,['indiafightscorona'],
2020-05-24 03:53:07+00:00,1264404030861840386,0,Landscape,['lockdown'],
2020-05-24 03:07:46+00:00,1264392618538160129,1,Monster,['lockdown'],
2020-05-25 20:30:51+00:00,1265017508823576581,1,Lesson/Teacher,['coronavirus'],
2020-05-25 19:41:59+00:00,1265005210696441856,1,War,['lockdown4point1'],
2020-05-25 18:50:28+00:00,1264992245863706624,0,Storm,['coronavirus'],
2020-05-25 18:32:23+00:00,1264987693567676416,1,Landscape,['coronavirus'],
2020-05-25 16:49:00+00:00,1264961679806197760,0,Landscape,['covid__19'],
2020-05-25 16:13:19+00:00,1264952696169287686,0,Miracle,['coronavirus'],
2020-05-25 16:06:55+00:00,1264951085371805696,0,Luxury,['covid19'],
2020-05-25 15:12:18+00:00,1264937341602406400,0,Luxury,"['quarantine', 'goafightscovid19']",
2020-05-25 15:04:33+00:00,1264935393369047040,1,Monster,['covid19'],
2020-05-25 13:55:19+00:00,1264917966946172929,0,Storm,['indiafightscorona'],
2020-05-25 12:36:28+00:00,1264898124650348544,1,Lesson/Teacher,['lockdown'],
2020-05-25 12:29:43+00:00,1264896427089633280,0,Luxury,['indiafightscorona'],
2020-05-25 12:01:28+00:00,1264889318163845121,0,Monster,['covid__19'],
2020-05-25 10:40:14+00:00,1264868873544839168,0,Success/Challenge,['covid__19'],
2020-05-25 10:09:27+00:00,1264861126355017736,1,War,['coronavirus'],
2020-05-25 10:02:29+00:00,1264859374788530177,0,Luxury,['covid'],
2020-05-25 09:16:08+00:00,1264847710969925632,1,Stigma,['covid__19'],
2020-05-25 08:41:14+00:00,1264838925937307648,1,War,['covid19'],
2020-05-25 07:40:30+00:00,1264823642887610371,1,Stigma,"['corona', 'pandemic2020']",
2020-05-25 06:44:19+00:00,1264809502324527104,0,War,['coronaviruscrisis'],
2020-05-25 06:11:02+00:00,1264801130254655489,0,Success/Challenge,['stayhomestaysafe'],
2020-05-25 05:56:57+00:00,1264797584066928641,0,War,"['coronawarriors', 'covid19pandemic', 'coronavirus']",
2020-05-25 05:11:05+00:00,1264786041027715072,1,War,['covid19'],
2020-05-25 04:46:11+00:00,1264779776499179520,0,War,['covid'],
2020-05-25 04:19:19+00:00,1264773015641833472,0,Monster,['pandemic'],
2020-05-25 04:09:06+00:00,1264770443451305984,0,Freedom,['covid_19'],
2020-05-25 03:58:21+00:00,1264767738947538952,0,Success/Challenge,['stayhomestaysafe'],
2020-05-25 03:21:31+00:00,1264758468688384001,1,War,['coronawarrior'],
2020-05-25 03:10:30+00:00,1264755695418654726,0,War,['covid19'],
2020-05-26 19:35:37+00:00,1265365995238993921,0,Lesson/Teacher,['covid19'],
2020-05-26 19:17:36+00:00,1265361460030472192,1,Prison,"['lockdownindia', 'covid_19']",
2020-05-26 18:03:31+00:00,1265342817351720960,1,Landscape,"['covid', 'covid_19']",
2020-05-26 16:38:34+00:00,1265321438170537985,0,Lesson/Teacher,['covid__19'],
2020-05-26 16:09:44+00:00,1265314184897523712,1,War,"['covid19', 'coronavirus']",
2020-05-26 15:47:56+00:00,1265308698693390336,1,War,['coronavirus'],
2020-05-26 14:49:15+00:00,1265293931509452800,0,Accident,['covid19'],
2020-05-26 14:06:53+00:00,1265283266573148163,1,Hammer,['covid19'],
2020-05-26 12:18:17+00:00,1265255937125777408,1,Catalyst,['corona'],
2020-05-26 08:51:51+00:00,1265203985390034945,0,Luxury,['coronavirus'],
2020-05-26 05:44:01+00:00,1265156717714628608,0,Journey,['covid19'],
2020-05-26 05:36:39+00:00,1265154861986807808,1,Landscape,"['covid_19india', 'covid__19']",
2020-05-26 05:20:03+00:00,1265150684082499585,0,Catalyst,['indiafightscorona'],
2020-05-26 04:53:59+00:00,1265144126405783552,0,Success/Challenge,['covid19'],
2020-05-26 04:36:40+00:00,1265139767622205440,0,Journey,"['indiafightscorona', 'covid__19']",
2020-05-26 03:31:44+00:00,1265123425078480896,0,Water/Wave/Tide,['covid'],
2020-05-27 18:18:23+00:00,1265708947501051904,1,War,['corona.'],
2020-05-27 16:01:40+00:00,1265674541042409474,1,Lesson/Teacher,['covid_19'],
2020-05-27 15:04:28+00:00,1265660146606374918,0,Success/Challenge,"['coronavirusinindia', 'jantacurfew', 'corona', 'lockdown5']",
2020-05-27 13:47:24+00:00,1265640752018669575,0,War,['pandemic'],
2020-05-27 13:00:10+00:00,1265628865977815042,0,Storm,['covid_19'],
2020-05-27 08:58:12+00:00,1265567972552249345,1,Luxury,['lockdown'],
2020-05-27 08:31:17+00:00,1265561199288242183,0,War,"['lockdown', 'covid19', 'coronavirus']",
2020-05-27 08:19:48+00:00,1265558308976500737,0,Barrier/Shield,['covid_19'],
2020-05-27 07:42:00+00:00,1265548797909905408,1,Stigma,['covid__19.'],
2020-05-27 06:55:34+00:00,1265537111865917441,0,War,['covid_19'],
2020-05-27 06:47:55+00:00,1265535186730725378,0,Journey,['covid__19'],
2020-05-27 06:23:10+00:00,1265528955458801668,0,War,['indiafightscorona'],
2020-05-27 05:28:36+00:00,1265515225924632576,0,Journey,"['coronaupdates', 'coronavirus', 'covid__19', 'covid_19']",
2020-05-27 05:27:02+00:00,1265514831601438720,0,War,"['coronavirusthe', 'covid19']",
2020-05-27 04:54:44+00:00,1265506702952148993,0,War,['covid__19'],
2020-05-27 04:29:51+00:00,1265500439774183425,0,Lesson/Teacher,['covid'],
2020-05-27 04:27:25+00:00,1265499828907323399,1,Stigma,"['pandemic', 'covid__19', 'coronapandemic']",
2020-05-27 04:09:50+00:00,1265495402851246080,0,Journey,['covidupdates'],
2020-05-27 03:58:15+00:00,1265492489324105728,0,Journey,"['coronavirus', 'coronaviruspandemic', 'coronavirusoutbreak', 'covid19']",
2020-05-27 02:12:13+00:00,1265465802242904066,0,Luxury,"['lockdown2020', 'lifeinlockdown', 'covid_19']",
2020-05-28 19:09:35+00:00,1266084219522080768,1,Bane/Punishment,['covid_19'],
2020-05-28 16:40:13+00:00,1266046630727475201,0,Lesson/Teacher,['covid_19'],
2020-05-28 16:26:30+00:00,1266043179876278273,0,Storm,['covid_19india'],
2020-05-28 15:18:51+00:00,1266026153694957573,0,Freedom,['covid_19india'],
2020-05-28 14:21:17+00:00,1266011666027671559,1,War,['coronavirus'],
2020-05-28 13:54:36+00:00,1266004952461086723,1,Prison,['coronavirus'],
2020-05-28 13:53:09+00:00,1266004588357988354,1,War,"['coronapandemic', 'covid_19']",
2020-05-28 10:58:51+00:00,1265960723731173381,1,War,"['indiaunitedagainstcovid', 'covid19:']",
2020-05-28 10:48:35+00:00,1265958137888010241,1,War,['covid19'],
2020-05-28 10:21:30+00:00,1265951325738631168,1,War,"['indiaunitedagainstcovid', 'covid19:']",
2020-05-28 10:14:50+00:00,1265949644766547968,0,War,"['lockdown4', 'covid_19']",
2020-05-28 09:48:23+00:00,1265942988175273986,1,War,"['defeatcorona', 'covid19']",
2020-05-28 09:32:26+00:00,1265938977191682049,1,Success/Challenge,['covid19'],
2020-05-28 09:13:30+00:00,1265934209404694528,1,War,['indiaunitedagainstcovid'],
2020-05-28 09:06:20+00:00,1265932407477280768,1,War,['indiaunitedagainstcovid'],
2020-05-28 07:48:29+00:00,1265912815128363009,1,War,['indiaunitedagainstcovid'],
2020-05-28 06:59:28+00:00,1265900481668198400,0,War,"['covid19', 'stayhomestaysafe']",
2020-05-28 06:52:49+00:00,1265898806304034816,1,War,['indiaunitedagainstcovid'],
2020-05-28 05:49:20+00:00,1265882830179053569,1,War,['indiaunitedagainstcovid'],
2020-05-28 05:30:39+00:00,1265878127747592194,1,War,['indiaunitedagainstcovid'],
2020-05-28 04:55:00+00:00,1265869158891257856,1,War,['indiaunitedagainstcovid'],
2020-05-28 04:32:34+00:00,1265863513685192705,1,War,['indiaunitedagainstcovid'],
2020-05-28 04:27:54+00:00,1265862336721514496,0,Accident,['covid19'],
2020-05-28 04:18:57+00:00,1265860085558853632,1,Success/Challenge,"['indiaunitedagainstcovid', 'covid__19.']",
2020-05-28 03:51:18+00:00,1265853125551812608,1,War,['indiaunitedagainstcovid'],
2020-05-28 03:45:49+00:00,1265851748184461312,1,War,"['indiaunitedagainstcovid', 'coronavirus.']",
2020-05-28 02:18:15+00:00,1265829710661066752,0,Luxury,"['lockdown2020', 'quarantinelife']",
2020-05-28 01:13:01+00:00,1265813295405002754,1,Lesson/Teacher,['coronavirusindia'],
2020-05-29 21:10:58+00:00,1266477153664696320,0,War,['covid19'],
2020-05-29 20:03:23+00:00,1266460148484182017,0,War,['coronavirus'],
2020-05-29 19:17:29+00:00,1266448596603408386,1,Prison,['covid19'],
2020-05-29 19:14:20+00:00,1266447804341334019,1,Storm,['covid'],
2020-05-29 19:13:58+00:00,1266447711785500672,0,War,['rahulchaturvedioncovid19'],
2020-05-29 18:36:06+00:00,1266438181207126016,0,Monster,['covid_19india'],
2020-05-29 18:31:13+00:00,1266436953697746949,0,War,['indiafightscorona'],
2020-05-29 17:52:22+00:00,1266427174204125185,1,Lesson/Teacher,['covid19'],
2020-05-29 17:14:23+00:00,1266417615632764939,1,Lesson/Teacher,['covid_19'],
2020-05-29 17:01:30+00:00,1266414374861836294,0,War,['indiafightscorona'],
2020-05-29 16:45:17+00:00,1266410294122737664,0,War,['coronavirus'],
2020-05-29 16:44:09+00:00,1266410008809439234,0,War,['coronavirus'],
2020-05-29 15:52:04+00:00,1266396902909595648,1,War,['coronavirus'],
2020-05-29 14:47:15+00:00,1266380588401000448,0,War,['corona_spitters'],
2020-05-29 14:32:30+00:00,1266376877108678658,1,Miracle,['covid'],
2020-05-29 14:28:44+00:00,1266375929304985600,0,Catalyst,['corona_spitters'],
2020-05-29 14:27:56+00:00,1266375730167857153,0,Catalyst,['corona_spitters'],
2020-05-29 14:27:39+00:00,1266375657887395847,0,Luxury,['corona_spitters'],
2020-05-29 14:21:34+00:00,1266374125624291330,0,War,['corona_spitters'],
2020-05-29 14:11:35+00:00,1266371612300898306,1,War,['corona_spitters'],
2020-05-29 14:04:55+00:00,1266369935648804864,0,Prison,"['lockdownextension', 'covid19', 'coronavirus']",
2020-05-29 12:16:46+00:00,1266342720903106560,1,Prison,"['lockdown2', 'lockdownextension', 'lockdown', 'lockdown5']",
2020-05-29 10:57:40+00:00,1266322812878241792,0,War,"['covid19india', 'coronavirus']",
2020-05-29 09:57:43+00:00,1266307725912272897,1,Lesson/Teacher,"['coronavirus', 'pandemic']",
2020-05-29 07:05:53+00:00,1266264484080840707,0,War,"['lockdown2020', 'lockdown', 'lockdownextension', 'lockdown4']",
2020-05-29 06:57:12+00:00,1266262299834085377,1,Lesson/Teacher,"['quarantinelife', 'covid19', 'indiafightscovid19']",
2020-05-29 03:34:20+00:00,1266211244651864064,1,Monster,['covid19'],
2020-05-29 03:13:24+00:00,1266205977642180608,0,Luxury,"['coronawarriors', 'corona.', 'coronavirus']",
2020-05-29 03:00:57+00:00,1266202842177691648,0,Journey,['covid19'],
2020-05-29 02:18:32+00:00,1266192170983190528,0,Storm,['coronaindia'],
2020-05-30 14:38:37+00:00,1266740804640522245,1,Prison,['lockdown'],
2020-05-30 19:41:13+00:00,1266816957682089985,0,Landscape,['covid19'],
2020-05-30 19:01:36+00:00,1266806985720299523,0,Success/Challenge,"['covid_19india', 'covid19lockdown']",
2020-05-30 18:41:46+00:00,1266801994414596096,0,Catalyst,['corona'],
2020-05-30 18:03:08+00:00,1266792273183780864,0,Prison,"['lockdownextension', 'covid', 'coronavirus']",
2020-05-30 17:10:25+00:00,1266779005203644416,0,Prison,"['coronavirus.', 'lockdown5']",
2020-05-30 16:13:58+00:00,1266764801289580550,1,Monster,['covid19'],
